"V1" "V2" "V3" "V1.1" "V2.1" "V6"
"Gm18499" "ENSMUSG00000112966_Gm18499" "processed_pseudogene" "12" "ENSMUSG00000112966" "Gm18499" "Gm18499"
"4930428E07Rik" "ENSMUSG00000112967_4930428E07Rik" "antisense" "12" "ENSMUSG00000112967" "4930428E07Rik" "4930428E07Rik"
"Gm48530" "ENSMUSG00000112968_Gm48530" "lincRNA" "13" "ENSMUSG00000112968" "Gm48530" "Gm48530"
"Gm33682" "ENSMUSG00000112971_Gm33682" "lincRNA" "12" "ENSMUSG00000112971" "Gm33682" "Gm33682"
"Gm18026" "ENSMUSG00000112974_Gm18026" "processed_pseudogene" "12" "ENSMUSG00000112974" "Gm18026" "Gm18026"
"Gm34081" "ENSMUSG00000112977_Gm34081" "lincRNA" "12" "ENSMUSG00000112977" "Gm34081" "Gm34081"
"Gm8634" "ENSMUSG00000112979_Gm8634" "processed_pseudogene" "12" "ENSMUSG00000112979" "Gm8634" "Gm8634"
"D430020J02Rik" "ENSMUSG00000112980_D430020J02Rik" "bidirectional_promoter_lncRNA" "12" "ENSMUSG00000112980" "D430020J02Rik" "D430020J02Rik"
"Gm21007" "ENSMUSG00000112982_Gm21007" "processed_pseudogene" "12" "ENSMUSG00000112982" "Gm21007" "Gm21007"
"Gm32939" "ENSMUSG00000112983_Gm32939" "lincRNA" "13" "ENSMUSG00000112983" "Gm32939" "Gm32939"
"Gm48556" "ENSMUSG00000112985_Gm48556" "antisense" "13" "ENSMUSG00000112985" "Gm48556" "Gm48556"
"Gm35298" "ENSMUSG00000112988_Gm35298" "lincRNA" "12" "ENSMUSG00000112988" "Gm35298" "Gm35298"
"Gm48143" "ENSMUSG00000112989_Gm48143" "processed_pseudogene" "12" "ENSMUSG00000112989" "Gm48143" "Gm48143"
"Gm46312" "ENSMUSG00000112994_Gm46312" "processed_pseudogene" "12" "ENSMUSG00000112994" "Gm46312" "Gm46312"
"9530050K03Rik" "ENSMUSG00000112999_9530050K03Rik" "processed_pseudogene" "12" "ENSMUSG00000112999" "9530050K03Rik" "9530050K03Rik"
"Gm40538" "ENSMUSG00000113001_Gm40538" "lincRNA" "12" "ENSMUSG00000113001" "Gm40538" "Gm40538"
"Gm48620" "ENSMUSG00000113002_Gm48620" "unprocessed_pseudogene" "12" "ENSMUSG00000113002" "Gm48620" "Gm48620"
"Gm47138" "ENSMUSG00000113003_Gm47138" "TEC" "12" "ENSMUSG00000113003" "Gm47138" "Gm47138"
"Gm34408" "ENSMUSG00000113005_Gm34408" "antisense" "12" "ENSMUSG00000113005" "Gm34408" "Gm34408"
"3732407C23Rik" "ENSMUSG00000113009_3732407C23Rik" "TEC" "12" "ENSMUSG00000113009" "3732407C23Rik" "3732407C23Rik"
"Gm34084" "ENSMUSG00000113010_Gm34084" "lincRNA" "13" "ENSMUSG00000113010" "Gm34084" "Gm34084"
"Gm47833" "ENSMUSG00000113013_Gm47833" "lincRNA" "12" "ENSMUSG00000113013" "Gm47833" "Gm47833"
"Selenok-ps8" "ENSMUSG00000113014_Selenok-ps8" "processed_pseudogene" "13" "ENSMUSG00000113014" "Selenok-ps8" "Selenok-ps8"
"Gm46401" "ENSMUSG00000113017_Gm46401" "lincRNA" "13" "ENSMUSG00000113017" "Gm46401" "Gm46401"
"Gm9318" "ENSMUSG00000113018_Gm9318" "processed_pseudogene" "12" "ENSMUSG00000113018" "Gm9318" "Gm9318"
"Gm47467" "ENSMUSG00000113019_Gm47467" "lincRNA" "13" "ENSMUSG00000113019" "Gm47467" "Gm47467"
"Gm48063" "ENSMUSG00000113020_Gm48063" "TEC" "12" "ENSMUSG00000113020" "Gm48063" "Gm48063"
"Gm9544" "ENSMUSG00000113022_Gm9544" "processed_pseudogene" "12" "ENSMUSG00000113022" "Gm9544" "Gm9544"
"Gm48502" "ENSMUSG00000113024_Gm48502" "TEC" "13" "ENSMUSG00000113024" "Gm48502" "Gm48502"
"Gm7040" "ENSMUSG00000113027_Gm7040" "unprocessed_pseudogene" "13" "ENSMUSG00000113027" "Gm7040" "Gm7040"
"Gm40578" "ENSMUSG00000113029_Gm40578" "antisense" "12" "ENSMUSG00000113029" "Gm40578" "Gm40578"
"Gm48778" "ENSMUSG00000113030_Gm48778" "processed_transcript" "13" "ENSMUSG00000113030" "Gm48778" "Gm48778"
"Gm34552" "ENSMUSG00000113031_Gm34552" "lincRNA" "12" "ENSMUSG00000113031" "Gm34552" "Gm34552"
"Gm47578" "ENSMUSG00000113032_Gm47578" "antisense" "10" "ENSMUSG00000113032" "Gm47578" "Gm47578"
"Gm47799" "ENSMUSG00000113033_Gm47799" "unprocessed_pseudogene" "12" "ENSMUSG00000113033" "Gm47799" "Gm47799"
"5830428M24Rik" "ENSMUSG00000113035_5830428M24Rik" "processed_transcript" "12" "ENSMUSG00000113035" "5830428M24Rik" "5830428M24Rik"
"Gm47021" "ENSMUSG00000113036_Gm47021" "processed_pseudogene" "13" "ENSMUSG00000113036" "Gm47021" "Gm47021"
"Gm36550" "ENSMUSG00000113037_Gm36550" "antisense" "13" "ENSMUSG00000113037" "Gm36550" "Gm36550"
"Gm48302" "ENSMUSG00000113041_Gm48302" "sense_intronic" "13" "ENSMUSG00000113041" "Gm48302" "Gm48302"
"Gm47188" "ENSMUSG00000113042_Gm47188" "TEC" "12" "ENSMUSG00000113042" "Gm47188" "Gm47188"
"Gm48621" "ENSMUSG00000113045_Gm48621" "TEC" "13" "ENSMUSG00000113045" "Gm48621" "Gm48621"
"Gm47469" "ENSMUSG00000113047_Gm47469" "lincRNA" "13" "ENSMUSG00000113047" "Gm47469" "Gm47469"
"Gm31513" "ENSMUSG00000113052_Gm31513" "antisense" "12" "ENSMUSG00000113052" "Gm31513" "Gm31513"
"Gm47514" "ENSMUSG00000113054_Gm47514" "lincRNA" "13" "ENSMUSG00000113054" "Gm47514" "Gm47514"
"Gm48700" "ENSMUSG00000113055_Gm48700" "TEC" "12" "ENSMUSG00000113055" "Gm48700" "Gm48700"
"6030440G07Rik" "ENSMUSG00000113056_6030440G07Rik" "lincRNA" "12" "ENSMUSG00000113056" "6030440G07Rik" "6030440G07Rik"
"Gm48812" "ENSMUSG00000113057_Gm48812" "lincRNA" "13" "ENSMUSG00000113057" "Gm48812" "Gm48812"
"Gm46344" "ENSMUSG00000113059_Gm46344" "processed_pseudogene" "12" "ENSMUSG00000113059" "Gm46344" "Gm46344"
"Gm11361" "ENSMUSG00000113061_Gm11361" "protein_coding" "13" "ENSMUSG00000113061" "Gm11361" "Gm11361"
"Gm34667" "ENSMUSG00000113063_Gm34667" "lincRNA" "12" "ENSMUSG00000113063" "Gm34667" "Gm34667"
"Gm48870" "ENSMUSG00000113065_Gm48870" "TEC" "13" "ENSMUSG00000113065" "Gm48870" "Gm48870"
"Gm48420" "ENSMUSG00000113070_Gm48420" "antisense" "13" "ENSMUSG00000113070" "Gm48420" "Gm48420"
"Gm47820" "ENSMUSG00000113072_Gm47820" "processed_pseudogene" "12" "ENSMUSG00000113072" "Gm47820" "Gm47820"
"Gm48261" "ENSMUSG00000113073_Gm48261" "TEC" "13" "ENSMUSG00000113073" "Gm48261" "Gm48261"
"Gm3772" "ENSMUSG00000113074_Gm3772" "lincRNA" "13" "ENSMUSG00000113074" "Gm3772" "Gm3772"
"Rpl7a-ps1" "ENSMUSG00000113075_Rpl7a-ps1" "processed_pseudogene" "12" "ENSMUSG00000113075" "Rpl7a-ps1" "Rpl7a-ps1"
"Gm47088" "ENSMUSG00000113076_Gm47088" "TEC" "13" "ENSMUSG00000113076" "Gm47088" "Gm47088"
"Gm48734" "ENSMUSG00000113078_Gm48734" "TEC" "13" "ENSMUSG00000113078" "Gm48734" "Gm48734"
"Gm3333" "ENSMUSG00000113081_Gm3333" "transcribed_processed_pseudogene" "13" "ENSMUSG00000113081" "Gm3333" "Gm3333"
"D730050B12Rik" "ENSMUSG00000113082_D730050B12Rik" "lincRNA" "13" "ENSMUSG00000113082" "D730050B12Rik" "D730050B12Rik"
"A030003K21Rik" "ENSMUSG00000113084_A030003K21Rik" "protein_coding" "1" "ENSMUSG00000113084" "A030003K21Rik" "A030003K21Rik"
"4930473H19Rik" "ENSMUSG00000113087_4930473H19Rik" "antisense" "12" "ENSMUSG00000113087" "4930473H19Rik" "4930473H19Rik"
"Gm46997" "ENSMUSG00000113089_Gm46997" "processed_pseudogene" "12" "ENSMUSG00000113089" "Gm46997" "Gm46997"
"Gm9279" "ENSMUSG00000113091_Gm9279" "processed_pseudogene" "12" "ENSMUSG00000113091" "Gm9279" "Gm9279"
"Gm34662" "ENSMUSG00000113092_Gm34662" "lincRNA" "12" "ENSMUSG00000113092" "Gm34662" "Gm34662"
"Gm36862" "ENSMUSG00000113093_Gm36862" "processed_transcript" "12" "ENSMUSG00000113093" "Gm36862" "Gm36862"
"Gm47447" "ENSMUSG00000113094_Gm47447" "sense_intronic" "12" "ENSMUSG00000113094" "Gm47447" "Gm47447"
"Gm2912" "ENSMUSG00000113098_Gm2912" "lincRNA" "12" "ENSMUSG00000113098" "Gm2912" "Gm2912"
"A930040O22Rik" "ENSMUSG00000113102_A930040O22Rik" "TEC" "12" "ENSMUSG00000113102" "A930040O22Rik" "A930040O22Rik"
"Gm47806" "ENSMUSG00000113104_Gm47806" "antisense" "13" "ENSMUSG00000113104" "Gm47806" "Gm47806"
"Gm47371" "ENSMUSG00000113105_Gm47371" "antisense" "12" "ENSMUSG00000113105" "Gm47371" "Gm47371"
"Gm47139" "ENSMUSG00000113106_Gm47139" "TEC" "12" "ENSMUSG00000113106" "Gm47139" "Gm47139"
"Gm7712" "ENSMUSG00000113109_Gm7712" "transcribed_processed_pseudogene" "13" "ENSMUSG00000113109" "Gm7712" "Gm7712"
"Gm7754" "ENSMUSG00000113111_Gm7754" "processed_pseudogene" "12" "ENSMUSG00000113111" "Gm7754" "Gm7754"
"Gm8725" "ENSMUSG00000113112_Gm8725" "processed_pseudogene" "13" "ENSMUSG00000113112" "Gm8725" "Gm8725"
"Gm2614" "ENSMUSG00000113113_Gm2614" "processed_pseudogene" "12" "ENSMUSG00000113113" "Gm2614" "Gm2614"
"4930480M12Rik" "ENSMUSG00000113115_4930480M12Rik" "lincRNA" "12" "ENSMUSG00000113115" "4930480M12Rik" "4930480M12Rik"
"Gm47878" "ENSMUSG00000113116_Gm47878" "processed_pseudogene" "12" "ENSMUSG00000113116" "Gm47878" "Gm47878"
"Gm2544" "ENSMUSG00000113117_Gm2544" "unprocessed_pseudogene" "13" "ENSMUSG00000113117" "Gm2544" "Gm2544"
"Gm3829" "ENSMUSG00000113118_Gm3829" "processed_pseudogene" "13" "ENSMUSG00000113118" "Gm3829" "Gm3829"
"Gm48883" "ENSMUSG00000113119_Gm48883" "TEC" "13" "ENSMUSG00000113119" "Gm48883" "Gm48883"
"E330035G20Rik" "ENSMUSG00000113120_E330035G20Rik" "lincRNA" "12" "ENSMUSG00000113120" "E330035G20Rik" "E330035G20Rik"
"Gm35161" "ENSMUSG00000113121_Gm35161" "antisense" "13" "ENSMUSG00000113121" "Gm35161" "Gm35161"
"Gm40864" "ENSMUSG00000113123_Gm40864" "processed_transcript" "12" "ENSMUSG00000113123" "Gm40864" "Gm40864"
"Gm47193" "ENSMUSG00000113124_Gm47193" "lincRNA" "13" "ENSMUSG00000113124" "Gm47193" "Gm47193"
"Gm47650" "ENSMUSG00000113125_Gm47650" "processed_pseudogene" "12" "ENSMUSG00000113125" "Gm47650" "Gm47650"
"Gm47813" "ENSMUSG00000113128_Gm47813" "TEC" "13" "ENSMUSG00000113128" "Gm47813" "Gm47813"
"Gm18795" "ENSMUSG00000113134_Gm18795" "transcribed_unprocessed_pseudogene" "12" "ENSMUSG00000113134" "Gm18795" "Gm18795"
"Gm19951" "ENSMUSG00000113136_Gm19951" "lincRNA" "12" "ENSMUSG00000113136" "Gm19951" "Gm19951"
"Gm7511" "ENSMUSG00000113137_Gm7511" "processed_pseudogene" "12" "ENSMUSG00000113137" "Gm7511" "Gm7511"
"Gm48624" "ENSMUSG00000113140_Gm48624" "TEC" "13" "ENSMUSG00000113140" "Gm48624" "Gm48624"
"Gm2754" "ENSMUSG00000113144_Gm2754" "processed_pseudogene" "12" "ENSMUSG00000113144" "Gm2754" "Gm2754"
"Vmn2r-ps95" "ENSMUSG00000113145_Vmn2r-ps95" "unprocessed_pseudogene" "13" "ENSMUSG00000113145" "Vmn2r-ps95" "Vmn2r-ps95"
"Gm47207" "ENSMUSG00000113147_Gm47207" "antisense" "12" "ENSMUSG00000113147" "Gm47207" "Gm47207"
"Gm49383" "ENSMUSG00000113149_Gm49383" "protein_coding" "12" "ENSMUSG00000113149" "Gm49383" "Gm49383"
"Gm48690" "ENSMUSG00000113151_Gm48690" "processed_pseudogene" "13" "ENSMUSG00000113151" "Gm48690" "Gm48690"
"Gm48713" "ENSMUSG00000113154_Gm48713" "TEC" "12" "ENSMUSG00000113154" "Gm48713" "Gm48713"
"Gm48693" "ENSMUSG00000113157_Gm48693" "processed_transcript" "12" "ENSMUSG00000113157" "Gm48693" "Gm48693"
"Gm31447" "ENSMUSG00000113158_Gm31447" "lincRNA" "12" "ENSMUSG00000113158" "Gm31447" "Gm31447"
"Gm48771" "ENSMUSG00000113159_Gm48771" "TEC" "12" "ENSMUSG00000113159" "Gm48771" "Gm48771"
"4930559C10Rik" "ENSMUSG00000113164_4930559C10Rik" "lincRNA" "12" "ENSMUSG00000113164" "4930559C10Rik" "4930559C10Rik"
"Gm47863" "ENSMUSG00000113165_Gm47863" "bidirectional_promoter_lncRNA" "12" "ENSMUSG00000113165" "Gm47863" "Gm47863"
"Gm19047" "ENSMUSG00000113166_Gm19047" "processed_pseudogene" "12" "ENSMUSG00000113166" "Gm19047" "Gm19047"
"Gm48482" "ENSMUSG00000113167_Gm48482" "TEC" "12" "ENSMUSG00000113167" "Gm48482" "Gm48482"
"Gm7614" "ENSMUSG00000113168_Gm7614" "processed_pseudogene" "13" "ENSMUSG00000113168" "Gm7614" "Gm7614"
"Gm36839" "ENSMUSG00000113170_Gm36839" "lincRNA" "13" "ENSMUSG00000113170" "Gm36839" "Gm36839"
"Gm47836" "ENSMUSG00000113172_Gm47836" "TEC" "13" "ENSMUSG00000113172" "Gm47836" "Gm47836"
"Gm9973" "ENSMUSG00000113175_Gm9973" "transcribed_unprocessed_pseudogene" "13" "ENSMUSG00000113175" "Gm9973" "Gm9973"
"Mylf-ps" "ENSMUSG00000113178_Mylf-ps" "processed_pseudogene" "12" "ENSMUSG00000113178" "Mylf-ps" "Mylf-ps"
"1700030L22Rik" "ENSMUSG00000113179_1700030L22Rik" "antisense" "12" "ENSMUSG00000113179" "1700030L22Rik" "1700030L22Rik"
"Gm20102" "ENSMUSG00000113182_Gm20102" "processed_pseudogene" "12" "ENSMUSG00000113182" "Gm20102" "Gm20102"
"Gm47664" "ENSMUSG00000113183_Gm47664" "sense_intronic" "13" "ENSMUSG00000113183" "Gm47664" "Gm47664"
"AC125351.1" "ENSMUSG00000113184_AC125351.1" "lincRNA" "12" "ENSMUSG00000113184" "AC125351.1" "AC125351.1"
"A330076C08Rik" "ENSMUSG00000113186_A330076C08Rik" "lincRNA" "13" "ENSMUSG00000113186" "A330076C08Rik" "A330076C08Rik"
"Gm35638" "ENSMUSG00000113188_Gm35638" "processed_pseudogene" "12" "ENSMUSG00000113188" "Gm35638" "Gm35638"
"B020018J22Rik" "ENSMUSG00000113189_B020018J22Rik" "lincRNA" "12" "ENSMUSG00000113189" "B020018J22Rik" "B020018J22Rik"
"Gm47545" "ENSMUSG00000113190_Gm47545" "antisense" "12" "ENSMUSG00000113190" "Gm47545" "Gm47545"
"Gm48343" "ENSMUSG00000113191_Gm48343" "processed_pseudogene" "13" "ENSMUSG00000113191" "Gm48343" "Gm48343"
"Gm18032" "ENSMUSG00000113192_Gm18032" "processed_pseudogene" "12" "ENSMUSG00000113192" "Gm18032" "Gm18032"
"Gm40576" "ENSMUSG00000113193_Gm40576" "lincRNA" "12" "ENSMUSG00000113193" "Gm40576" "Gm40576"
"Gm48586" "ENSMUSG00000113195_Gm48586" "TEC" "12" "ENSMUSG00000113195" "Gm48586" "Gm48586"
"D230049E03Rik" "ENSMUSG00000113196_D230049E03Rik" "TEC" "12" "ENSMUSG00000113196" "D230049E03Rik" "D230049E03Rik"
"Gm48632" "ENSMUSG00000113200_Gm48632" "TEC" "12" "ENSMUSG00000113200" "Gm48632" "Gm48632"
"Gm46430" "ENSMUSG00000113204_Gm46430" "lincRNA" "13" "ENSMUSG00000113204" "Gm46430" "Gm46430"
"Gm48421" "ENSMUSG00000113208_Gm48421" "lincRNA" "12" "ENSMUSG00000113208" "Gm48421" "Gm48421"
"1700081N11Rik" "ENSMUSG00000113209_1700081N11Rik" "bidirectional_promoter_lncRNA" "12" "ENSMUSG00000113209" "1700081N11Rik" "1700081N11Rik"
"4930474N09Rik" "ENSMUSG00000113210_4930474N09Rik" "lincRNA" "12" "ENSMUSG00000113210" "4930474N09Rik" "4930474N09Rik"
"4921525O09Rik" "ENSMUSG00000113211_4921525O09Rik" "processed_transcript" "13" "ENSMUSG00000113211" "4921525O09Rik" "4921525O09Rik"
"Gm40841" "ENSMUSG00000113216_Gm40841" "lincRNA" "13" "ENSMUSG00000113216" "Gm40841" "Gm40841"
"4933409F18Rik" "ENSMUSG00000113218_4933409F18Rik" "lincRNA" "12" "ENSMUSG00000113218" "4933409F18Rik" "4933409F18Rik"
"Gm35208" "ENSMUSG00000113220_Gm35208" "lincRNA" "12" "ENSMUSG00000113220" "Gm35208" "Gm35208"
"Gm18880" "ENSMUSG00000113221_Gm18880" "processed_pseudogene" "13" "ENSMUSG00000113221" "Gm18880" "Gm18880"
"Gm48557" "ENSMUSG00000113222_Gm48557" "processed_pseudogene" "12" "ENSMUSG00000113222" "Gm48557" "Gm48557"
"Gm48147" "ENSMUSG00000113223_Gm48147" "unprocessed_pseudogene" "12" "ENSMUSG00000113223" "Gm48147" "Gm48147"
"Gm48444" "ENSMUSG00000113224_Gm48444" "antisense" "13" "ENSMUSG00000113224" "Gm48444" "Gm48444"
"Gm36074" "ENSMUSG00000113225_Gm36074" "lincRNA" "13" "ENSMUSG00000113225" "Gm36074" "Gm36074"
"Gm31063" "ENSMUSG00000113233_Gm31063" "lincRNA" "12" "ENSMUSG00000113233" "Gm31063" "Gm31063"
"Gm47872" "ENSMUSG00000113235_Gm47872" "lincRNA" "12" "ENSMUSG00000113235" "Gm47872" "Gm47872"
"Gm6109" "ENSMUSG00000113237_Gm6109" "processed_pseudogene" "13" "ENSMUSG00000113237" "Gm6109" "Gm6109"
"Gm48338" "ENSMUSG00000113240_Gm48338" "processed_pseudogene" "13" "ENSMUSG00000113240" "Gm48338" "Gm48338"
"CT010465.1" "ENSMUSG00000113241_CT010465.1" "lincRNA" "13" "ENSMUSG00000113241" "CT010465.1" "CT010465.1"
"Gm36525" "ENSMUSG00000113243_Gm36525" "lincRNA" "13" "ENSMUSG00000113243" "Gm36525" "Gm36525"
"Gm31218" "ENSMUSG00000113244_Gm31218" "lincRNA" "13" "ENSMUSG00000113244" "Gm31218" "Gm31218"
"Gm48574" "ENSMUSG00000113245_Gm48574" "TEC" "13" "ENSMUSG00000113245" "Gm48574" "Gm48574"
"Gm36752" "ENSMUSG00000113246_Gm36752" "lincRNA" "12" "ENSMUSG00000113246" "Gm36752" "Gm36752"
"Gm30155" "ENSMUSG00000113247_Gm30155" "processed_pseudogene" "13" "ENSMUSG00000113247" "Gm30155" "Gm30155"
"Gm18338" "ENSMUSG00000113248_Gm18338" "processed_pseudogene" "12" "ENSMUSG00000113248" "Gm18338" "Gm18338"
"Gm33312" "ENSMUSG00000113249_Gm33312" "processed_pseudogene" "12" "ENSMUSG00000113249" "Gm33312" "Gm33312"
"Gm48585" "ENSMUSG00000113250_Gm48585" "TEC" "12" "ENSMUSG00000113250" "Gm48585" "Gm48585"
"Gm33489" "ENSMUSG00000113252_Gm33489" "lincRNA" "13" "ENSMUSG00000113252" "Gm33489" "Gm33489"
"Tes3-ps" "ENSMUSG00000113255_Tes3-ps" "protein_coding" "13" "ENSMUSG00000113255" "Tes3-ps" "Tes3-ps"
"Gm35190" "ENSMUSG00000113259_Gm35190" "lincRNA" "13" "ENSMUSG00000113259" "Gm35190" "Gm35190"
"Gm19428" "ENSMUSG00000113260_Gm19428" "transcribed_processed_pseudogene" "13" "ENSMUSG00000113260" "Gm19428" "Gm19428"
"Gm48551" "ENSMUSG00000113262_Gm48551" "protein_coding" "10" "ENSMUSG00000113262" "Gm48551" "Gm48551"
"Gm4811" "ENSMUSG00000113263_Gm4811" "processed_pseudogene" "13" "ENSMUSG00000113263" "Gm4811" "Gm4811"
"Gm19095" "ENSMUSG00000113264_Gm19095" "processed_pseudogene" "13" "ENSMUSG00000113264" "Gm19095" "Gm19095"
"Gm30198" "ENSMUSG00000113265_Gm30198" "lincRNA" "12" "ENSMUSG00000113265" "Gm30198" "Gm30198"
"Gm19563" "ENSMUSG00000113266_Gm19563" "processed_pseudogene" "12" "ENSMUSG00000113266" "Gm19563" "Gm19563"
"Gm47969" "ENSMUSG00000113267_Gm47969" "protein_coding" "1" "ENSMUSG00000113267" "Gm47969" "Gm47969"
"4930477G07Rik" "ENSMUSG00000113268_4930477G07Rik" "lincRNA" "12" "ENSMUSG00000113268" "4930477G07Rik" "4930477G07Rik"
"Gm47494" "ENSMUSG00000113269_Gm47494" "TEC" "13" "ENSMUSG00000113269" "Gm47494" "Gm47494"
"Gm48235" "ENSMUSG00000113270_Gm48235" "processed_pseudogene" "13" "ENSMUSG00000113270" "Gm48235" "Gm48235"
"Gm34809" "ENSMUSG00000113272_Gm34809" "lincRNA" "12" "ENSMUSG00000113272" "Gm34809" "Gm34809"
"Tubb2a-ps2" "ENSMUSG00000113275_Tubb2a-ps2" "processed_pseudogene" "12" "ENSMUSG00000113275" "Tubb2a-ps2" "Tubb2a-ps2"
"Gm33630" "ENSMUSG00000113276_Gm33630" "lincRNA" "13" "ENSMUSG00000113276" "Gm33630" "Gm33630"
"Gm18116" "ENSMUSG00000113277_Gm18116" "processed_pseudogene" "12" "ENSMUSG00000113277" "Gm18116" "Gm18116"
"Gm33016" "ENSMUSG00000113278_Gm33016" "lincRNA" "12" "ENSMUSG00000113278" "Gm33016" "Gm33016"
"Gm35890" "ENSMUSG00000113283_Gm35890" "lincRNA" "12" "ENSMUSG00000113283" "Gm35890" "Gm35890"
"AC102569.1" "ENSMUSG00000113285_AC102569.1" "transcribed_processed_pseudogene" "12" "ENSMUSG00000113285" "AC102569.1" "AC102569.1"
"Gm47982" "ENSMUSG00000113288_Gm47982" "TEC" "12" "ENSMUSG00000113288" "Gm47982" "Gm47982"
"A530058O07Rik" "ENSMUSG00000113290_A530058O07Rik" "TEC" "13" "ENSMUSG00000113290" "A530058O07Rik" "A530058O07Rik"
"Gm49326" "ENSMUSG00000113294_Gm49326" "unprocessed_pseudogene" "12" "ENSMUSG00000113294" "Gm49326" "Gm49326"
"Gm49357" "ENSMUSG00000113295_Gm49357" "lincRNA" "13" "ENSMUSG00000113295" "Gm49357" "Gm49357"
"Rpl17-ps6" "ENSMUSG00000113297_Rpl17-ps6" "processed_pseudogene" "13" "ENSMUSG00000113297" "Rpl17-ps6" "Rpl17-ps6"
"Gm48559" "ENSMUSG00000113298_Gm48559" "antisense" "12" "ENSMUSG00000113298" "Gm48559" "Gm48559"
"Gm35618" "ENSMUSG00000113299_Gm35618" "lincRNA" "13" "ENSMUSG00000113299" "Gm35618" "Gm35618"
"Gm48103" "ENSMUSG00000113301_Gm48103" "processed_pseudogene" "13" "ENSMUSG00000113301" "Gm48103" "Gm48103"
"Gm32219" "ENSMUSG00000113302_Gm32219" "lincRNA" "12" "ENSMUSG00000113302" "Gm32219" "Gm32219"
"4930423D22Rik" "ENSMUSG00000113303_4930423D22Rik" "bidirectional_promoter_lncRNA" "12" "ENSMUSG00000113303" "4930423D22Rik" "4930423D22Rik"
"Mif-ps7" "ENSMUSG00000113306_Mif-ps7" "processed_pseudogene" "12" "ENSMUSG00000113306" "Mif-ps7" "Mif-ps7"
"Gm48445" "ENSMUSG00000113308_Gm48445" "processed_pseudogene" "13" "ENSMUSG00000113308" "Gm48445" "Gm48445"
"Gm47428" "ENSMUSG00000113311_Gm47428" "antisense" "13" "ENSMUSG00000113311" "Gm47428" "Gm47428"
"Gm32036" "ENSMUSG00000113313_Gm32036" "antisense" "13" "ENSMUSG00000113313" "Gm32036" "Gm32036"
"Gm2721" "ENSMUSG00000113314_Gm2721" "lincRNA" "12" "ENSMUSG00000113314" "Gm2721" "Gm2721"
"Gm48253" "ENSMUSG00000113316_Gm48253" "TEC" "13" "ENSMUSG00000113316" "Gm48253" "Gm48253"
"Gm48573" "ENSMUSG00000113317_Gm48573" "antisense" "12" "ENSMUSG00000113317" "Gm48573" "Gm48573"
"Gm18113" "ENSMUSG00000113318_Gm18113" "processed_pseudogene" "12" "ENSMUSG00000113318" "Gm18113" "Gm18113"
"Gm9628" "ENSMUSG00000113319_Gm9628" "unprocessed_pseudogene" "13" "ENSMUSG00000113319" "Gm9628" "Gm9628"
"Gm47515" "ENSMUSG00000113320_Gm47515" "lincRNA" "12" "ENSMUSG00000113320" "Gm47515" "Gm47515"
"Gm8075" "ENSMUSG00000113321_Gm8075" "lincRNA" "12" "ENSMUSG00000113321" "Gm8075" "Gm8075"
"Gm48819" "ENSMUSG00000113324_Gm48819" "lincRNA" "13" "ENSMUSG00000113324" "Gm48819" "Gm48819"
"Gm48080" "ENSMUSG00000113325_Gm48080" "processed_pseudogene" "12" "ENSMUSG00000113325" "Gm48080" "Gm48080"
"Gm47586" "ENSMUSG00000113326_Gm47586" "TEC" "13" "ENSMUSG00000113326" "Gm47586" "Gm47586"
"Gm47260" "ENSMUSG00000113328_Gm47260" "TEC" "12" "ENSMUSG00000113328" "Gm47260" "Gm47260"
"4930555G21Rik" "ENSMUSG00000113329_4930555G21Rik" "lincRNA" "13" "ENSMUSG00000113329" "4930555G21Rik" "4930555G21Rik"
"Gm34237" "ENSMUSG00000113330_Gm34237" "lincRNA" "12" "ENSMUSG00000113330" "Gm34237" "Gm34237"
"3110009F21Rik" "ENSMUSG00000113331_3110009F21Rik" "lincRNA" "12" "ENSMUSG00000113331" "3110009F21Rik" "3110009F21Rik"
"D030007L05Rik" "ENSMUSG00000113334_D030007L05Rik" "lincRNA" "13" "ENSMUSG00000113334" "D030007L05Rik" "D030007L05Rik"
"Gm48296" "ENSMUSG00000113335_Gm48296" "TEC" "12" "ENSMUSG00000113335" "Gm48296" "Gm48296"
"Gm16497" "ENSMUSG00000113336_Gm16497" "lincRNA" "12" "ENSMUSG00000113336" "Gm16497" "Gm16497"
"A530046M15Rik" "ENSMUSG00000113338_A530046M15Rik" "lincRNA" "13" "ENSMUSG00000113338" "A530046M15Rik" "A530046M15Rik"
"Gm7695" "ENSMUSG00000113340_Gm7695" "processed_pseudogene" "13" "ENSMUSG00000113340" "Gm7695" "Gm7695"
"9430031K09Rik" "ENSMUSG00000113341_9430031K09Rik" "TEC" "12" "ENSMUSG00000113341" "9430031K09Rik" "9430031K09Rik"
"Gm34923" "ENSMUSG00000113343_Gm34923" "lincRNA" "12" "ENSMUSG00000113343" "Gm34923" "Gm34923"
"Gm48369" "ENSMUSG00000113349_Gm48369" "TEC" "12" "ENSMUSG00000113349" "Gm48369" "Gm48369"
"Gm34639" "ENSMUSG00000113352_Gm34639" "lincRNA" "13" "ENSMUSG00000113352" "Gm34639" "Gm34639"
"Gm18878" "ENSMUSG00000113353_Gm18878" "processed_pseudogene" "13" "ENSMUSG00000113353" "Gm18878" "Gm18878"
